id,event,headline,areaDesc,severity,certainty,urgency,onset,expires,UGC
urn:oid:2.49.0.1.840.0.782ed91cc66bb45f95198454c887561b9c321659.003.1,High Wind Warning,High Wind Warning issued October 19 at 2:02AM MDT until October 19 at 6:00PM MDT by NWS Great Falls MT,Southern Rocky Mountain Front; Southern High Plains,Severe,Likely,Expected,2024-10-19 09:00:00+00:00,2024-10-20 00:00:00+00:00,"['MTZ307', 'MTZ308']"
urn:oid:2.49.0.1.840.0.782ed91cc66bb45f95198454c887561b9c321659.002.1,High Wind Warning,High Wind Warning issued October 19 at 2:02AM MDT until October 19 at 6:00PM MDT by NWS Great Falls MT,"Eastern Glacier, Western Toole, and Central Pondera",Severe,Likely,Expected,2024-10-19 09:00:00+00:00,2024-10-20 00:00:00+00:00,['MTZ303']
urn:oid:2.49.0.1.840.0.26b961e0c441c961ae8f3f7887130cbc702d7bcd.001.2,Small Craft Advisory,Small Craft Advisory issued October 19 at 4:01AM EDT until October 20 at 5:00AM EDT by NWS Key West FL,"Florida Bay including Barnes Sound, Blackwater Sound, and Buttonwood Sound; Bayside and Gulf side from Craig Key to West End of Seven Mile Bridge; Gulf waters from East Cape Sable to Chokoloskee 20 to 60 NM out and beyond 5 fathoms; Gulf of Mexico including Dry Tortugas and Rebecca Shoal Channel; Gulf of Mexico from West End of Seven Mile Bridge to Halfmoon Shoal out to 5 Fathoms; Hawk Channel from Ocean Reef to Craig Key out to the reef; Hawk Channel from Craig Key to west end of Seven Mile Bridge out to the reef; Hawk Channel from west end of Seven Mile Bridge to Halfmoon Shoal out to the reef; Straits of Florida from Ocean Reef to Craig Key out 20 NM; Straits of Florida from Craig Key to west end of Seven Mile Bridge out 20 NM; Straits of Florida from west end of Seven Mile Bridge to south of Halfmoon Shoal out 20 NM; Straits of Florida from Halfmoon Shoal to 20 NM west of Dry Tortugas out 20 NM; Straits of Florida from Ocean Reef to Craig Key 20 to 60 NM out; Straits of Florida from Craig Key to west end of Seven Mile Bridge 20 to 60 NM out; Straits of Florida from west end of Seven Mile Bridge to south of Halfmoon Shoal 20 to 60 NM out; Straits of Florida from Halfmoon Shoal to 20 NM west of Dry Tortugas 20 to 60 NM out",Minor,Likely,Expected,2024-10-19 08:01:00+00:00,2024-10-19 14:30:00+00:00,"['GMZ031', 'GMZ032', 'GMZ033', 'GMZ034', 'GMZ035', 'GMZ042', 'GMZ043', 'GMZ044', 'GMZ052', 'GMZ053', 'GMZ054', 'GMZ055', 'GMZ072', 'GMZ073', 'GMZ074', 'GMZ075']"
urn:oid:2.49.0.1.840.0.ecf43300fda43e4d520e9a6a012597ceadada545.001.1,Coastal Flood Statement,Coastal Flood Statement issued October 19 at 4:00AM EDT until October 20 at 5:00AM EDT by NWS Key West FL,Monroe Upper Keys; Monroe Middle Keys; Monroe Lower Keys,Minor,Likely,Expected,2024-10-19 08:00:00+00:00,2024-10-19 16:00:00+00:00,"['FLZ076', 'FLZ077', 'FLZ078']"
urn:oid:2.49.0.1.840.0.b80253128232170759f54270021e1ab05c3e2569.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:54AM CDT until October 21 at 1:00AM CDT by NWS Lake Charles LA,Waters from Cameron LA to High Island TX from 20 to 60 NM; Waters from Intracoastal City to Cameron LA from 20 to 60 NM; Waters from Lower Atchafalaya River to Intracoastal City LA from 20 to 60 NM,Minor,Likely,Expected,2024-10-19 07:54:00+00:00,2024-10-19 21:00:00+00:00,"['GMZ470', 'GMZ472', 'GMZ475']"
urn:oid:2.49.0.1.840.0.b80253128232170759f54270021e1ab05c3e2569.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:54AM CDT until October 20 at 10:00AM CDT by NWS Lake Charles LA,Coastal waters from Cameron LA to High Island TX out 20 NM; Coastal waters from Intracoastal City to Cameron LA out 20 NM; Coastal waters from Lower Atchafalaya River to Intracoastal City LA out 20 NM,Minor,Likely,Expected,2024-10-19 07:54:00+00:00,2024-10-19 21:00:00+00:00,"['GMZ450', 'GMZ452', 'GMZ455']"
urn:oid:2.49.0.1.840.0.b9e6950bcbef9b44a18329844c18f6a222371957.001.1,Red Flag Warning,Red Flag Warning issued October 19 at 12:52AM PDT until October 19 at 5:00PM PDT by NWS Hanford CA,West Side Hills; Central Sierra Foothills; Central Sierra,Severe,Likely,Expected,2024-10-19 07:52:00+00:00,2024-10-19 16:00:00+00:00,"['CAZ579', 'CAZ590', 'CAZ592']"
urn:oid:2.49.0.1.840.0.755d83aea743426a6ef4129792202b813beb1010.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:50AM EDT until October 21 at 4:00PM EDT by NWS Melbourne FL,Sebastian Inlet to Jupiter Inlet 0-20 nm; Flagler Beach to Volusia-Brevard County Line 20-60 nm; Volusia-Brevard County Line to Sebastian Inlet 20-60 nm; Sebastian Inlet to Jupiter Inlet 20-60 nm,Minor,Likely,Expected,2024-10-19 07:50:00+00:00,2024-10-19 20:00:00+00:00,"['AMZ555', 'AMZ570', 'AMZ572', 'AMZ575']"
urn:oid:2.49.0.1.840.0.755d83aea743426a6ef4129792202b813beb1010.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:50AM EDT until October 21 at 4:00PM EDT by NWS Melbourne FL,Flagler Beach to Volusia-Brevard County Line 0-20 nm; Volusia-Brevard County Line to Sebastian Inlet 0-20 nm,Minor,Likely,Expected,2024-10-19 07:50:00+00:00,2024-10-19 20:00:00+00:00,"['AMZ550', 'AMZ552']"
urn:oid:2.49.0.1.840.0.af25b2bb90fd6ec891f5af7b09e044f347869853.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:42AM CDT until October 21 at 1:00AM CDT by NWS New Orleans LA,Coastal Waters from Port Fourchon LA to Lower Atchafalaya River LA out 20 nm; Coastal waters from the Southwest Pass of the Mississippi River to Port Fourchon Louisiana out 20 NM; Coastal Waters from Boothville LA to Southwest Pass of the Mississippi River out 20 nm; Coastal waters from Port Fourchon Louisiana to Lower Atchafalaya River LA from 20 to 60 NM; Coastal waters from Southwest Pass of the Mississippi River to Port Fourchon Louisiana from 20 to 60 NM; Coastal Waters from Stake Island LA to Southwest Pass of the Mississippi River from 20 to 60 nm; Coastal waters from Pascagoula Mississippi to Stake Island Louisiana out 20 to 60 NM,Minor,Likely,Expected,2024-10-19 07:42:00+00:00,2024-10-20 00:00:00+00:00,"['GMZ550', 'GMZ552', 'GMZ555', 'GMZ570', 'GMZ572', 'GMZ575', 'GMZ577']"
urn:oid:2.49.0.1.840.0.af25b2bb90fd6ec891f5af7b09e044f347869853.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:42AM CDT until October 20 at 1:00PM CDT by NWS New Orleans LA,Mississippi Sound; Lake Borgne; Chandeleur Sound; Breton Sound; Coastal waters from Pascagoula Mississippi to Stake Island out 20 NM,Minor,Likely,Expected,2024-10-19 07:42:00+00:00,2024-10-20 00:00:00+00:00,"['GMZ532', 'GMZ534', 'GMZ536', 'GMZ538', 'GMZ557']"
urn:oid:2.49.0.1.840.0.7bc537c8be3c3e576fddbe47a163674c4d3b4b6d.001.1,Special Weather Statement,Special Weather Statement issued October 18 at 11:40PM AKDT by NWS Juneau AK,City and Borough of Juneau,Moderate,Observed,Expected,2024-10-19 07:40:00+00:00,2024-10-19 16:15:00+00:00,['AKZ325']
urn:oid:2.49.0.1.840.0.b4d58b85a542fb77853203b1188ecd9fea0262d4.001.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:38AM EDT until October 20 at 2:00PM EDT by NWS Melbourne FL,Coastal Indian River; Coastal St. Lucie; Coastal Martin,Minor,Likely,Expected,2024-10-19 07:38:00+00:00,2024-10-19 20:00:00+00:00,"['FLZ154', 'FLZ159', 'FLZ164']"
urn:oid:2.49.0.1.840.0.b4d58b85a542fb77853203b1188ecd9fea0262d4.002.2,Rip Current Statement,Rip Current Statement issued October 19 at 3:38AM EDT until October 21 at 4:00AM EDT by NWS Melbourne FL,Coastal Volusia; Mainland Northern Brevard; Northern Brevard Barrier Islands; Mainland Southern Brevard; Southern Brevard Barrier Islands,Moderate,Likely,Expected,2024-10-19 07:38:00+00:00,2024-10-19 20:00:00+00:00,"['FLZ141', 'FLZ347', 'FLZ447', 'FLZ647', 'FLZ747']"
urn:oid:2.49.0.1.840.0.b4d58b85a542fb77853203b1188ecd9fea0262d4.001.3,Rip Current Statement,Rip Current Statement issued October 19 at 3:38AM EDT until October 21 at 4:00AM EDT by NWS Melbourne FL,Coastal Indian River; Coastal St. Lucie; Coastal Martin,Moderate,Likely,Expected,2024-10-19 07:38:00+00:00,2024-10-19 20:00:00+00:00,"['FLZ154', 'FLZ159', 'FLZ164']"
urn:oid:2.49.0.1.840.0.b4d58b85a542fb77853203b1188ecd9fea0262d4.002.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:38AM EDT until October 20 at 2:00PM EDT by NWS Melbourne FL,Coastal Volusia; Mainland Northern Brevard; Northern Brevard Barrier Islands; Mainland Southern Brevard; Southern Brevard Barrier Islands,Minor,Likely,Expected,2024-10-19 07:38:00+00:00,2024-10-19 20:00:00+00:00,"['FLZ141', 'FLZ347', 'FLZ447', 'FLZ647', 'FLZ747']"
urn:oid:2.49.0.1.840.0.b4d58b85a542fb77853203b1188ecd9fea0262d4.001.2,High Surf Advisory,High Surf Advisory issued October 19 at 3:38AM EDT until October 19 at 2:00PM EDT by NWS Melbourne FL,Coastal Indian River; Coastal St. Lucie; Coastal Martin,Minor,Likely,Expected,2024-10-19 07:38:00+00:00,2024-10-19 20:00:00+00:00,"['FLZ154', 'FLZ159', 'FLZ164']"
urn:oid:2.49.0.1.840.0.bf18ad3c86856871f3599e5fb26844ac0ac34fab.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:31AM CDT until October 22 at 1:00AM CDT by NWS Brownsville TX,Coastal waters from Port Mansfield TX to the Rio Grande River out 20 NM; Coastal waters from Baffin Bay to Port Mansfield TX out 20 NM; Waters from Port Mansfield TX to the Rio Grande River from 20 to 60 NM; Waters from Baffin Bay to Port Mansfield TX from 20 to 60 NM,Minor,Likely,Expected,2024-10-20 00:00:00+00:00,2024-10-20 00:00:00+00:00,"['GMZ150', 'GMZ155', 'GMZ170', 'GMZ175']"
urn:oid:2.49.0.1.840.0.fedd2c5a87738e50e3ef4ad7056b303bfb25b559.001.1,Heat Advisory,Heat Advisory issued October 19 at 3:26AM AST until October 19 at 4:00PM AST by NWS San Juan PR,San Juan and Vicinity; Northeast; Southeast; North Central; Ponce and Vicinity; Northwest; Mayaguez and Vicinity; Southwest; Culebra; Vieques; St.Thomas...St. John.. and Adjacent Islands; St Croix,Moderate,Likely,Expected,2024-10-19 14:00:00+00:00,2024-10-19 15:30:00+00:00,"['PRZ001', 'PRZ002', 'PRZ003', 'PRZ005', 'PRZ007', 'PRZ008', 'PRZ010', 'PRZ011', 'PRZ012', 'PRZ013', 'VIZ001', 'VIZ002']"
urn:oid:2.49.0.1.840.0.c2505edaf3e83114ef293544c5ec21e47b550b12.001.2,Freeze Warning,Freeze Warning issued October 19 at 12:24AM MST until October 20 at 9:00AM MST by NWS Phoenix AZ,Southeast Gila County,Moderate,Likely,Expected,2024-10-20 07:00:00+00:00,2024-10-19 16:00:00+00:00,['AZZ563']
urn:oid:2.49.0.1.840.0.c2505edaf3e83114ef293544c5ec21e47b550b12.001.1,Freeze Warning,Freeze Warning issued October 19 at 12:24AM MST until October 19 at 9:00AM MST by NWS Phoenix AZ,Southeast Gila County,Moderate,Likely,Expected,2024-10-19 07:24:00+00:00,2024-10-19 16:00:00+00:00,['AZZ563']
urn:oid:2.49.0.1.840.0.c46a8dff25948102e2d13faaf7edd5601598a062.001.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 2:24AM CDT until October 22 at 1:00AM CDT by NWS Brownsville TX,Kenedy Island; Willacy Island; Cameron Island,Minor,Likely,Expected,2024-10-19 07:24:00+00:00,2024-10-20 00:00:00+00:00,"['TXZ451', 'TXZ454', 'TXZ455']"
urn:oid:2.49.0.1.840.0.c46a8dff25948102e2d13faaf7edd5601598a062.001.2,Rip Current Statement,Rip Current Statement issued October 19 at 2:24AM CDT until October 22 at 1:00AM CDT by NWS Brownsville TX,Kenedy Island; Willacy Island; Cameron Island,Moderate,Likely,Expected,2024-10-19 07:24:00+00:00,2024-10-20 00:00:00+00:00,"['TXZ451', 'TXZ454', 'TXZ455']"
urn:oid:2.49.0.1.840.0.c89ccaa2a11c750e311566859bb7e00ad4185a06.001.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:21AM EDT until October 19 at 2:00PM EDT by NWS Wakefield VA,Eastern Currituck; Virginia Beach; Accomack; Northampton,Minor,Likely,Expected,2024-10-19 10:00:00+00:00,2024-10-19 15:30:00+00:00,"['NCZ102', 'VAZ098', 'VAZ099', 'VAZ100']"
urn:oid:2.49.0.1.840.0.c89ccaa2a11c750e311566859bb7e00ad4185a06.003.1,Coastal Flood Statement,Coastal Flood Statement issued October 19 at 3:21AM EDT until October 19 at 8:00PM EDT by NWS Wakefield VA,Westmoreland; Northumberland,Minor,Likely,Expected,2024-10-19 16:00:00+00:00,2024-10-19 15:30:00+00:00,"['VAZ075', 'VAZ077']"
urn:oid:2.49.0.1.840.0.c89ccaa2a11c750e311566859bb7e00ad4185a06.004.1,Coastal Flood Statement,Coastal Flood Statement issued October 19 at 3:21AM EDT until October 19 at 8:00PM EDT by NWS Wakefield VA,Dorchester; Wicomico; Somerset,Minor,Likely,Expected,2024-10-19 16:00:00+00:00,2024-10-19 15:30:00+00:00,"['MDZ021', 'MDZ022', 'MDZ023']"
urn:oid:2.49.0.1.840.0.c89ccaa2a11c750e311566859bb7e00ad4185a06.002.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:21AM EDT until October 19 at 4:00PM EDT by NWS Wakefield VA,Isle of Wight; Norfolk/Portsmouth; Suffolk; Chesapeake; Newport News; Hampton/Poquoson,Minor,Likely,Expected,2024-10-19 12:00:00+00:00,2024-10-19 15:30:00+00:00,"['VAZ093', 'VAZ095', 'VAZ096', 'VAZ097', 'VAZ524', 'VAZ525']"
urn:oid:2.49.0.1.840.0.c89ccaa2a11c750e311566859bb7e00ad4185a06.006.1,Coastal Flood Statement,Coastal Flood Statement issued October 19 at 3:21AM EDT until October 19 at 6:00PM EDT by NWS Wakefield VA,Gloucester; Mathews; Surry; James City; York,Minor,Likely,Expected,2024-10-19 14:00:00+00:00,2024-10-19 15:30:00+00:00,"['VAZ084', 'VAZ086', 'VAZ089', 'VAZ090', 'VAZ523']"
urn:oid:2.49.0.1.840.0.c89ccaa2a11c750e311566859bb7e00ad4185a06.005.1,Coastal Flood Statement,Coastal Flood Statement issued October 19 at 3:21AM EDT until October 19 at 2:00PM EDT by NWS Wakefield VA,Inland Worcester; Maryland Beaches,Minor,Likely,Expected,2024-10-19 10:00:00+00:00,2024-10-19 15:30:00+00:00,"['MDZ024', 'MDZ025']"
urn:oid:2.49.0.1.840.0.fcb65ee15ec841af05d9a7919c5c16048b77edfd.001.1,Special Weather Statement,Special Weather Statement issued October 19 at 5:19PM ChST by NWS Tiyan GU,Yap; Kayangel; Melekeok; Airai; Koror; Peleliu; Angaur,Moderate,Observed,Expected,2024-10-19 07:19:00+00:00,2024-10-20 09:30:00+00:00,"['FMZ037', 'PWZ001', 'PWZ002', 'PWZ003', 'PWZ004', 'PWZ005', 'PWZ006']"
urn:oid:2.49.0.1.840.0.40877b020172808d2ac1aff2f94859b7232548d5.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:19AM EDT until October 20 at 9:00AM EDT by NWS Wilmington NC,Coastal waters from Surf City to Cape Fear NC out 20 nm; Coastal waters from Cape Fear NC to Little River Inlet SC out 20 nm,Minor,Likely,Expected,2024-10-19 10:00:00+00:00,2024-10-19 16:00:00+00:00,"['AMZ250', 'AMZ252']"
urn:oid:2.49.0.1.840.0.0aec70572958ad4d9c4fb197c102cc9c18f8f91a.001.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:17AM EDT until October 19 at 12:00PM EDT by NWS Wilmington NC,Coastal New Hanover,Minor,Likely,Expected,2024-10-19 12:00:00+00:00,2024-10-19 16:00:00+00:00,['NCZ108']
urn:oid:2.49.0.1.840.0.0aec70572958ad4d9c4fb197c102cc9c18f8f91a.002.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:17AM EDT until October 19 at 12:00PM EDT by NWS Wilmington NC,Coastal Georgetown,Minor,Likely,Expected,2024-10-19 12:00:00+00:00,2024-10-19 16:00:00+00:00,['SCZ056']
urn:oid:2.49.0.1.840.0.0aec70572958ad4d9c4fb197c102cc9c18f8f91a.005.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:17AM EDT until October 19 at 12:00PM EDT by NWS Wilmington NC,Coastal Horry,Minor,Likely,Expected,2024-10-19 12:00:00+00:00,2024-10-19 16:00:00+00:00,['SCZ054']
urn:oid:2.49.0.1.840.0.0aec70572958ad4d9c4fb197c102cc9c18f8f91a.004.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:17AM EDT until October 19 at 12:00PM EDT by NWS Wilmington NC,Coastal Pender; Coastal Brunswick,Minor,Likely,Expected,2024-10-19 12:00:00+00:00,2024-10-19 16:00:00+00:00,"['NCZ106', 'NCZ110']"
urn:oid:2.49.0.1.840.0.0aec70572958ad4d9c4fb197c102cc9c18f8f91a.003.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:17AM EDT until October 19 at 3:00PM EDT by NWS Wilmington NC,Inland New Hanover,Minor,Likely,Expected,2024-10-19 14:00:00+00:00,2024-10-19 16:00:00+00:00,['NCZ107']
urn:oid:2.49.0.1.840.0.0aec70572958ad4d9c4fb197c102cc9c18f8f91a.002.2,Beach Hazards Statement,Beach Hazards Statement issued October 19 at 3:17AM EDT until October 19 at 8:00PM EDT by NWS Wilmington NC,Coastal Georgetown,Moderate,Likely,Expected,2024-10-19 10:00:00+00:00,2024-10-19 16:00:00+00:00,['SCZ056']
urn:oid:2.49.0.1.840.0.0aec70572958ad4d9c4fb197c102cc9c18f8f91a.001.2,Beach Hazards Statement,Beach Hazards Statement issued October 19 at 3:17AM EDT until October 19 at 8:00PM EDT by NWS Wilmington NC,Coastal New Hanover,Moderate,Likely,Expected,2024-10-19 10:00:00+00:00,2024-10-19 16:00:00+00:00,['NCZ108']
urn:oid:2.49.0.1.840.0.00956a203e6ffa45b9dcbbb350e7a46b1ae737c6.001.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 2:16AM CDT until October 20 at 7:00AM CDT by NWS Houston/Galveston TX,Matagorda Islands; Brazoria Islands; Galveston Island; Bolivar Peninsula,Minor,Likely,Expected,2024-10-19 07:16:00+00:00,2024-10-19 20:15:00+00:00,"['TXZ436', 'TXZ437', 'TXZ438', 'TXZ439']"
urn:oid:2.49.0.1.840.0.00956a203e6ffa45b9dcbbb350e7a46b1ae737c6.001.2,Rip Current Statement,Rip Current Statement issued October 19 at 2:16AM CDT until October 20 at 7:00PM CDT by NWS Houston/Galveston TX,Matagorda Islands; Brazoria Islands; Galveston Island; Bolivar Peninsula,Moderate,Likely,Expected,2024-10-19 07:16:00+00:00,2024-10-19 20:15:00+00:00,"['TXZ436', 'TXZ437', 'TXZ438', 'TXZ439']"
urn:oid:2.49.0.1.840.0.6e49b0ba64529a72a92fdc90178e7bc295ba7a6b.001.1,Frost Advisory,Frost Advisory issued October 19 at 3:16AM EDT until October 19 at 9:00AM EDT by NWS Buffalo NY,Niagara; Orleans; Monroe; Wayne; Northern Cayuga; Oswego; Northern Erie; Genesee; Wyoming; Livingston; Ontario; Chautauqua; Southern Erie,Minor,Likely,Expected,2024-10-19 07:16:00+00:00,2024-10-19 13:00:00+00:00,"['NYZ001', 'NYZ002', 'NYZ003', 'NYZ004', 'NYZ005', 'NYZ006', 'NYZ010', 'NYZ011', 'NYZ012', 'NYZ013', 'NYZ014', 'NYZ019', 'NYZ085']"
urn:oid:2.49.0.1.840.0.1cfb1a6ed03f8715bddb680e06a283f3b70b0753.002.1,Frost Advisory,Frost Advisory issued October 19 at 3:16AM EDT until October 19 at 9:00AM EDT by NWS Albany NY,Eastern Schenectady; Southern Saratoga; Eastern Albany; Western Rensselaer; Eastern Greene; Western Columbia; Eastern Ulster; Western Dutchess; Eastern Dutchess,Minor,Likely,Expected,2024-10-19 07:16:00+00:00,2024-10-19 13:00:00+00:00,"['NYZ049', 'NYZ050', 'NYZ052', 'NYZ053', 'NYZ059', 'NYZ060', 'NYZ064', 'NYZ065', 'NYZ066']"
urn:oid:2.49.0.1.840.0.1cfb1a6ed03f8715bddb680e06a283f3b70b0753.001.1,Freeze Warning,Freeze Warning issued October 19 at 3:16AM EDT until October 19 at 9:00AM EDT by NWS Albany NY,Northern Saratoga; Northern Washington; Southeast Warren; Southern Washington,Moderate,Likely,Expected,2024-10-19 07:16:00+00:00,2024-10-19 13:00:00+00:00,"['NYZ041', 'NYZ043', 'NYZ083', 'NYZ084']"
urn:oid:2.49.0.1.840.0.1773e0cfb0f0b5793b3f14ca4e4da77fcf0eea37.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:12AM CDT until October 21 at 4:00AM CDT by NWS Houston/Galveston TX,Coastal waters from Freeport to Matagorda Ship Channel TX out 20 NM; Coastal waters from High Island to Freeport TX out 20 NM; Waters from Freeport to Matagorda Ship Channel TX from 20 to 60 NM; Waters from High Island to Freeport TX from 20 to 60 NM,Minor,Likely,Expected,2024-10-19 07:12:00+00:00,2024-10-19 20:00:00+00:00,"['GMZ350', 'GMZ355', 'GMZ370', 'GMZ375']"
urn:oid:2.49.0.1.840.0.4207fcd1053af4628a3905126110ad8fd418b46e.001.1,Coastal Flood Statement,Coastal Flood Statement issued October 19 at 3:12AM EDT until October 19 at 12:00PM EDT by NWS Upton NY,Southern Queens; Southern Nassau,Minor,Likely,Expected,2024-10-19 13:00:00+00:00,2024-10-19 16:00:00+00:00,"['NYZ178', 'NYZ179']"
urn:oid:2.49.0.1.840.0.4207fcd1053af4628a3905126110ad8fd418b46e.002.1,Coastal Flood Statement,Coastal Flood Statement issued October 19 at 3:12AM EDT until October 19 at 2:00PM EDT by NWS Upton NY,Southern Fairfield; Southern Westchester,Minor,Likely,Expected,2024-10-19 16:00:00+00:00,2024-10-19 18:00:00+00:00,"['CTZ009', 'NYZ071']"
urn:oid:2.49.0.1.840.0.89a5d70a375b21e13a66b6de8667a72a4a495cd7.001.2,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:11AM EDT until October 20 at 12:00PM EDT by NWS Newport/Morehead City NC,Northern Outer Banks; Hatteras Island,Minor,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-19 21:00:00+00:00,"['NCZ203', 'NCZ205']"
urn:oid:2.49.0.1.840.0.89a5d70a375b21e13a66b6de8667a72a4a495cd7.002.1,Beach Hazards Statement,Beach Hazards Statement issued October 19 at 3:11AM EDT until October 19 at 8:00PM EDT by NWS Newport/Morehead City NC,East Carteret,Moderate,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-19 21:00:00+00:00,['NCZ196']
urn:oid:2.49.0.1.840.0.89a5d70a375b21e13a66b6de8667a72a4a495cd7.002.2,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:11AM EDT until October 20 at 12:00PM EDT by NWS Newport/Morehead City NC,East Carteret,Minor,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-19 21:00:00+00:00,['NCZ196']
urn:oid:2.49.0.1.840.0.89a5d70a375b21e13a66b6de8667a72a4a495cd7.001.1,Beach Hazards Statement,Beach Hazards Statement issued October 19 at 3:11AM EDT until October 19 at 8:00PM EDT by NWS Newport/Morehead City NC,Northern Outer Banks; Hatteras Island,Moderate,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-19 21:00:00+00:00,"['NCZ203', 'NCZ205']"
urn:oid:2.49.0.1.840.0.89a5d70a375b21e13a66b6de8667a72a4a495cd7.001.3,High Surf Advisory,High Surf Advisory issued October 19 at 3:11AM EDT until October 20 at 12:00PM EDT by NWS Newport/Morehead City NC,Northern Outer Banks; Hatteras Island,Minor,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-19 21:00:00+00:00,"['NCZ203', 'NCZ205']"
urn:oid:2.49.0.1.840.0.89a5d70a375b21e13a66b6de8667a72a4a495cd7.003.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:11AM EDT until October 20 at 12:00PM EDT by NWS Newport/Morehead City NC,West Carteret; Coastal Onslow; Ocracoke Island,Minor,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-19 21:00:00+00:00,"['NCZ195', 'NCZ199', 'NCZ204']"
urn:oid:2.49.0.1.840.0.3ae06987079857a004eba6d0e25615b819511d17.002.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:11AM EDT until October 21 at 6:00AM EDT by NWS Jacksonville FL,Coastal Nassau; Coastal Duval; Coastal St. Johns; Coastal Flagler,Minor,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-20 09:00:00+00:00,"['FLZ124', 'FLZ125', 'FLZ133', 'FLZ138']"
urn:oid:2.49.0.1.840.0.3ae06987079857a004eba6d0e25615b819511d17.001.1,Coastal Flood Warning,Coastal Flood Warning issued October 19 at 3:11AM EDT until October 21 at 6:00AM EDT by NWS Jacksonville FL,Inland Flagler; Eastern Putnam,Severe,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-20 09:00:00+00:00,"['FLZ038', 'FLZ137']"
urn:oid:2.49.0.1.840.0.3ae06987079857a004eba6d0e25615b819511d17.002.2,Rip Current Statement,Rip Current Statement issued October 19 at 3:11AM EDT until October 21 at 6:00AM EDT by NWS Jacksonville FL,Coastal Nassau; Coastal Duval; Coastal St. Johns; Coastal Flagler,Moderate,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-20 09:00:00+00:00,"['FLZ124', 'FLZ125', 'FLZ133', 'FLZ138']"
urn:oid:2.49.0.1.840.0.3ae06987079857a004eba6d0e25615b819511d17.004.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:11AM EDT until October 21 at 6:00AM EDT by NWS Jacksonville FL,Trout River; South Central Duval,Minor,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-20 09:00:00+00:00,"['FLZ225', 'FLZ325']"
urn:oid:2.49.0.1.840.0.3ae06987079857a004eba6d0e25615b819511d17.005.1,Rip Current Statement,Rip Current Statement issued October 19 at 3:11AM EDT until October 21 at 6:00AM EDT by NWS Jacksonville FL,Coastal Glynn; Coastal Camden,Moderate,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-20 09:00:00+00:00,"['GAZ154', 'GAZ166']"
urn:oid:2.49.0.1.840.0.3ae06987079857a004eba6d0e25615b819511d17.003.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 3:11AM EDT until October 21 at 6:00AM EDT by NWS Jacksonville FL,Inland St. Johns; Eastern Clay,Minor,Likely,Expected,2024-10-19 07:11:00+00:00,2024-10-20 09:00:00+00:00,"['FLZ033', 'FLZ132']"
